time,ecg_signal,mechanical_signal
# Condition: irregular
# Heart Rate: 76.26 bpm
# Duration: 10.0 s
# Sampling Rate: 250 Hz

0.0,-0.03158026834620104,0.0
0.004001600640256103,-0.0018007328788507495,0.0
0.008003201280512205,-0.01550160439009233,0.0
0.012004801920768308,0.005342444668168499,0.0
0.01600640256102441,0.004404788023528112,0.0
0.020008003201280513,-0.006983314172320599,0.0
0.024009603841536616,-0.02331716639043495,0.0
0.028011204481792718,-0.008432437556541128,0.00491068618478574
0.03201280512204882,-0.002069928037532094,0.005190697550544941
0.03601440576230493,-0.010118310679048755,0.0076011746777792846
0.040016006402561026,-0.014510619095253578,0.008431917119146577
0.044017607042817125,-0.013964775050038606,0.00911685530450089
0.04801920768307323,0.0020918308421027532,0.010202750587406505
0.05202080832332934,-0.02031702864874573,0.013828536334589159
0.056022408963585436,0.0018507822205074793,0.015139768213907761
0.060024009603841535,0.001925783501067025,0.015461639038625824
0.06402561024409764,0.012830217678572835,0.017035021757235685
0.06802721088435375,0.0009039202797922662,0.01929140210025838
0.07202881152460985,-0.0034076174607307187,0.02146290448143161
0.07603041216486595,-0.019260984778321222,0.01687749497588785
0.08003201280512205,0.009198874698521046,0.019756752265085904
0.08403361344537816,-0.024090000168410425,0.017634069104060412
0.08803521408563425,0.00533661910183641,0.017102783219866923
0.09203681472589036,-0.025506571287981547,0.01841292538060918
0.09603841536614646,0.010947974114430053,0.017467588397635098
0.10004001600640257,-0.0034540406526329093,0.014371682251347535
0.10404161664665867,-0.008807113572163981,0.016055505728094284
0.10804321728691477,-0.006468794972358404,0.017164046652965944
0.11204481792717087,0.0020105625793040483,0.019336624219482346
0.11604641856742698,-0.035942946220127094,0.017910080450663564
0.12004801920768307,0.015202534040198968,0.019704813120821403
0.12404961984793918,-0.010243693190675475,0.021081930627903395
0.12805122048819528,0.016226804891585078,0.018459760313233462
0.13205282112845138,-0.005924565606036522,0.019541459806438715
0.1360544217687075,0.007480600979183475,0.020247891538583175
0.1400560224089636,-0.012469041523457715,0.018565450774063283
0.1440576230492197,0.013526268595980469,0.024013968776737254
0.1480592236894758,-0.016841930939272137,0.02584806129496827
0.1520608243297319,0.013300194496582119,0.024445885457252077
0.156062424969988,0.0020002804904422603,0.02553871846704091
0.1600640256102441,-0.023377749782273104,0.022714019589622735
0.1640656262505002,-0.009407581406100495,0.023047405679636302
0.16806722689075632,-0.017303012052054145,0.02102008860314662
0.1720688275310124,0.007979626400414039,0.021421009676775873
0.1760704281712685,0.003136545955418767,0.02350280730918691
