time,ecg_signal,mechanical_signal
# Condition: tachycardia
# Heart Rate: 121.11 bpm
# Duration: 10.0 s
# Sampling Rate: 250 Hz

0.0,-0.007778336512607128,0.0
0.004001600640256103,-0.01567897560859862,0.0
0.008003201280512205,0.01581789315689275,0.0
0.012004801920768308,-0.015698278596476982,0.0
0.01600640256102441,0.0007321553096822474,0.0
0.020008003201280513,-0.011792044808687523,0.0
0.024009603841536616,-0.0027762124311612466,0.0
0.028011204481792718,-0.010076459568880534,0.0012118268009367532
0.03201280512204882,-0.015894768491429484,0.003654534547373015
0.03601440576230493,-0.03394389638388515,0.0061188849686756065
0.040016006402561026,-0.01962723860335975,0.008564600026252398
0.044017607042817125,0.006574918393034543,0.008678666244046273
0.04801920768307323,-0.0003288851203864469,0.01051580917478134
0.05202080832332934,-0.0018415427574165746,0.010948329498853479
0.056022408963585436,-0.01249896831800852,0.012518192636599392
0.060024009603841535,-0.019375386736628007,0.014994519859184827
0.06402561024409764,0.021373667955104887,0.020282812966527505
0.06802721088435375,0.006864197690533672,0.02334064078477391
0.07202881152460985,0.01637628790055779,0.024364980926105832
0.07603041216486595,0.027609612953394324,0.023204392819029605
0.08003201280512205,-0.020351016457157735,0.02104858843102883
0.08403361344537816,-0.012232456681068767,0.02053151616711536
0.08803521408563425,0.020020280154391758,0.021104391638233813
0.09203681472589036,-0.0012515781374833504,0.024320238393520818
0.09603841536614646,0.0035337411622910256,0.023552503904402375
0.10004001600640257,-0.001262681904453519,0.025671329172744128
0.10404161664665867,-0.007643714085170557,0.02840290875172626
0.10804321728691477,-0.012126635617763344,0.029097170398511115
0.11204481792717087,0.011156537672004726,0.025714634238478556
0.11604641856742698,0.01048151085104482,0.02577586819057748
0.12004801920768307,0.0227854115369118,0.02494651780419001
0.12404961984793918,0.009839406122864207,0.025445818707208197
0.12805122048819528,0.014498085210726588,0.02535563501632561
0.13205282112845138,0.01730974329428261,0.02459921014383799
0.1360544217687075,-0.01276207706525838,0.02346989015814143
0.1400560224089636,-0.00010163783801414823,0.021878111210849097
