time,ecg_signal,mechanical_signal
# Condition: bradycardia
# Heart Rate: 49.93 bpm
# Duration: 10.0 s
# Sampling Rate: 250 Hz

0.0,-0.01397076712655738,0.0
0.004001600640256103,-0.01731638125053155,0.0
0.008003201280512205,0.0047855433728187955,0.0
0.012004801920768308,0.0013616537663754741,0.0
0.01600640256102441,-0.0006639903722008984,0.0
0.020008003201280513,-0.016965740734028237,0.0
0.024009603841536616,-0.007674814022552033,0.0
0.028011204481792718,0.005575978504281561,0.002185522547028968
0.03201280512204882,-0.002804684477765146,0.0048944175785727425
0.03601440576230493,-0.03122157711268936,0.005643045971440227
0.040016006402561026,0.003605200331039513,0.005856056823364278
0.044017607042817125,-0.014816826862186484,0.005959928422991521
0.04801920768307323,-0.017236191227386326,0.008613970864997593
0.05202080832332934,-0.015533969964957752,0.009814583468342505
0.056022408963585436,-0.0011691681768763928,0.010686863897359945
0.060024009603841535,-0.0058532404557517966,0.011125615836171221
0.06402561024409764,-0.005398575020431439,0.01600977574775372
0.06802721088435375,-0.0006032698312918214,0.016573756704466206
0.07202881152460985,0.014810865733391737,0.018891632944860785
0.07603041216486595,0.007316157991723927,0.019402460871010038
0.08003201280512205,0.0028702693470532784,0.019123628648168436
0.08403361344537816,-0.01631294859817682,0.018557899546992298
0.08803521408563425,-0.010950825774640169,0.01926054270843379
0.09203681472589036,-0.012800542166069134,0.02000119935282486
0.09603841536614646,0.001243250016544442,0.01744152966832645
0.10004001600640257,0.0036987070451910374,0.018557860773807267
0.10404161664665867,0.022433533099634057,0.01883008644840555
0.10804321728691477,9.279752139867376e-05,0.01884034624368198
0.11204481792717087,-0.005221532906021913,0.016508108975063565
0.11604641856742698,0.013713143119860468,0.017657224831307522
0.12004801920768307,0.010278353512727234,0.017341806527883277
0.12404961984793918,0.011678756015754964,0.014839944368634997
0.12805122048819528,0.0003495573406166322,0.01298849027689824
0.13205282112845138,0.011999403351950459,0.01631498971432682
0.1360544217687075,-0.008246110372601636,0.015413852518362064
0.1400560224089636,-0.0037179845326798227,0.015386156864336009
0.1440576230492197,0.005291719018620233,0.017437005139259613
0.1480592236894758,0.02458752029430891,0.016727959775951238
0.1520608243297319,0.018632713583966794,0.0174104245439037
0.156062424969988,-0.012130733671158463,0.01701609595230034
0.1600640256102441,0.008918052713559148,0.016341304775276375
0.1640656262505002,-0.015691498761340482,0.01591819153883748
0.16806722689075632,-0.007451854216416277,0.01449735800030338
0.1720688275310124,0.00605785432369248,0.015130681868980934
0.1760704281712685,-0.003927897830369556,0.018398431730034852
0.18007202881152462,-0.005801111953537885,0.017803849007881546
